Last position of orbit,   A
  1.74336784e-03   0.00000000e+00   3.84761225e+00   1.00000000e+00 0.204122
 0.08107434  0.          2.74186838  1.         0.204123
 -1.74549196e-03   0.00000000e+00   2.43555661e+00   1.00000000e+00 0.204124
-0.08107664  0.          3.54134941  1.         0.204125
  1.74757864e-03   0.00000000e+00   3.84764378e+00   1.00000000e+00 0.204126
 0.08107905  0.          2.7418029   1.         0.204127
 -1.74960447e-03   0.00000000e+00   2.43552557e+00   1.00000000e+00 0.204128
-0.08108144  0.          3.54141586  1.         0.204129
  1.75171512e-03   0.00000000e+00   3.84767569e+00   1.00000000e+00 0.20413
 0.08108379  0.          2.7417366   1.         0.204131
 -1.75364006e-03   0.00000000e+00   2.43549370e+00   1.00000000e+00 0.204132
-0.08108625  0.          3.54148216  1.         0.204133
  1.75575751e-03   0.00000000e+00   3.84770751e+00   1.00000000e+00 0.204134
 0.08108865  0.          2.74166826  1.         0.204135
 -1.75789403e-03   0.00000000e+00   2.43546146e+00   1.00000000e+00 0.204136
-0.08109098  0.          3.54154877  1.         0.204137
  1.75996666e-03   0.00000000e+00   3.84773899e+00   1.00000000e+00 0.204138
 0.08109334  0.          2.74160365  1.         0.204139
 -1.76195730e-03   0.00000000e+00   2.43543048e+00   1.00000000e+00 0.20414
-0.08109578  0.          3.54161499  1.         0.204141
  1.76403255e-03   0.00000000e+00   3.84777067e+00   1.00000000e+00 0.204142
 0.08109814  0.          2.74153554  1.         0.204143
 -1.76609142e-03   0.00000000e+00   2.43539896e+00   1.00000000e+00 0.204144
-0.08110047  0.          3.54168068  1.         0.204145
  1.76808685e-03   0.00000000e+00   3.84780260e+00   1.00000000e+00 0.204146
 0.08110284  0.          2.74147179  1.         0.204147
 -1.77018379e-03   0.00000000e+00   2.43536728e+00   1.00000000e+00 0.204148
-0.08110531  0.          3.54174919  1.         0.204149
  1.77234968e-03   0.00000000e+00   3.84783401e+00   1.00000000e+00 0.20415
 0.08110756  0.          2.7414056   1.         0.204151
 -1.77432152e-03   0.00000000e+00   2.43533555e+00   1.00000000e+00 0.204152
-0.08111007  0.          3.54181592  1.         0.204153
  1.77643719e-03   0.00000000e+00   3.84786515e+00   1.00000000e+00 0.204154
 0.08111243  0.          2.74133697  1.         0.204155
 -1.77849517e-03   0.00000000e+00   2.43530384e+00   1.00000000e+00 0.204156
-0.08111475  0.          3.54188074  1.         0.204157
  1.78050784e-03   0.00000000e+00   3.84789674e+00   1.00000000e+00 0.204158
 0.08111711  0.          2.74127236  1.         0.204159
 -1.78246160e-03   0.00000000e+00   2.43527226e+00   1.00000000e+00 0.20416
-0.0811195   0.          3.54194584  1.         0.204161
  1.78452079e-03   0.00000000e+00   3.84792861e+00   1.00000000e+00 0.204162
 0.08112182  0.          2.74120597  1.         0.204163
 -1.78666918e-03   0.00000000e+00   2.43524078e+00   1.00000000e+00 0.204164
-0.08112419  0.          3.5420125   1.         0.204165
  1.78849288e-03   0.00000000e+00   3.84795983e+00   1.00000000e+00 0.204166
 0.08112661  0.          2.74113997  1.         0.204167
 -1.79066398e-03   0.00000000e+00   2.43520935e+00   1.00000000e+00 0.204168
-0.08112892  0.          3.54207782  1.         0.204169
  1.79275431e-03   0.00000000e+00   3.84799192e+00   1.00000000e+00 0.20417
 0.08113138  0.          2.74107249  1.         0.204171
 -1.79482292e-03   0.00000000e+00   2.43517788e+00   1.00000000e+00 0.204172
-0.08113373  0.          3.54214501  1.         0.204173
  1.79693394e-03   0.00000000e+00   3.84802314e+00   1.00000000e+00 0.204174
 0.08113611  0.          2.74100677  1.         0.204175
 -1.79898235e-03   0.00000000e+00   2.43514671e+00   1.00000000e+00 0.204176
-0.08113844  0.          3.54221143  1.         0.204177
  1.80106905e-03   0.00000000e+00   3.84805507e+00   1.00000000e+00 0.204178
 0.08114088  0.          2.74094047  1.         0.204179
 -1.80304053e-03   0.00000000e+00   2.43511416e+00   1.00000000e+00 0.20418
-0.08114313  0.          3.54227452  1.         0.204181
  1.80501031e-03   0.00000000e+00   3.84808647e+00   1.00000000e+00 0.204182
 0.08114551  0.          2.74087652  1.         0.204183
 -1.80706064e-03   0.00000000e+00   2.43508282e+00   1.00000000e+00 0.204184
-0.08114793  0.          3.54234367  1.         0.204185
  1.80912248e-03   0.00000000e+00   3.84811742e+00   1.00000000e+00 0.204186
 0.08115026  0.          2.7408103   1.         0.204187
 -1.81116642e-03   0.00000000e+00   2.43505211e+00   1.00000000e+00 0.204188
-0.08115257  0.          3.54240637  1.         0.204189
  1.81317344e-03   0.00000000e+00   3.84814899e+00   1.00000000e+00 0.20419
 0.08115496  0.          2.74074448  1.         0.204191
 -1.81519364e-03   0.00000000e+00   2.43502094e+00   1.00000000e+00 0.204192
-0.0811573   0.          3.54247333  1.         0.204193
  1.81723278e-03   0.00000000e+00   3.84818064e+00   1.00000000e+00 0.204194
 0.08115968  0.          2.74067946  1.         0.204195
 -1.81929941e-03   0.00000000e+00   2.43498881e+00   1.00000000e+00 0.204196
-0.08116209  0.          3.54254002  1.         0.204197
  1.82136280e-03   0.00000000e+00   3.84821167e+00   1.00000000e+00 0.204198
 0.08116441  0.          2.7406132   1.         0.204199
 -1.82336518e-03   0.00000000e+00   2.43495725e+00   1.00000000e+00 0.2042
-0.08116678  0.          3.54260526  1.         0.204201
  1.82537193e-03   0.00000000e+00   3.84824317e+00   1.00000000e+00 0.204202
 0.08116915  0.          2.74054638  1.         0.204203
 -1.82748534e-03   0.00000000e+00   2.43492592e+00   1.00000000e+00 0.204204
-0.08117144  0.          3.54267009  1.         0.204205
  1.82944414e-03   0.00000000e+00   3.84827493e+00   1.00000000e+00 0.204206
 0.08117389  0.          2.74048062  1.         0.204207
 -1.83152509e-03   0.00000000e+00   2.43489502e+00   1.00000000e+00 0.204208
-0.08117617  0.          3.54273631  1.         0.204209
  1.83353346e-03   0.00000000e+00   3.84830564e+00   1.00000000e+00 0.20421
 0.08117859  0.          2.74041492  1.         0.204211
 -1.83550671e-03   0.00000000e+00   2.43486369e+00   1.00000000e+00 0.204212
-0.08118089  0.          3.54280262  1.         0.204213
  1.83756893e-03   0.00000000e+00   3.84833783e+00   1.00000000e+00 0.204214
 0.08118328  0.          2.74035009  1.         0.204215
 -1.83961110e-03   0.00000000e+00   2.43483121e+00   1.00000000e+00 0.204216
-0.08118564  0.          3.54286724  1.         0.204217
  1.84158278e-03   0.00000000e+00   3.84836886e+00   1.00000000e+00 0.204218
 0.08118803  0.          2.74028382  1.         0.204219
 -1.84364446e-03   0.00000000e+00   2.43480104e+00   1.00000000e+00 0.20422
-0.08119022  0.          3.5429308   1.         0.204221
  1.84551565e-03   0.00000000e+00   3.84840006e+00   1.00000000e+00 0.204222
 0.08119261  0.          2.74022028  1.         0.204223
 -1.84762309e-03   0.00000000e+00   2.43476915e+00   1.00000000e+00 0.204224
-0.08119502  0.          3.54299878  1.         0.204225
  1.84968408e-03   0.00000000e+00   3.84843169e+00   1.00000000e+00 0.204226
 0.08119738  0.          2.74015387  1.         0.204227
 -1.85164177e-03   0.00000000e+00   2.43473823e+00   1.00000000e+00 0.204228
-0.08119968  0.          3.54306363  1.         0.204229
  1.85369047e-03   0.00000000e+00   3.84846320e+00   1.00000000e+00 0.20423
 0.08120202  0.          2.74008906  1.         0.204231
 -1.85571882e-03   0.00000000e+00   2.43470650e+00   1.00000000e+00 0.204232
-0.08120437  0.          3.54312893  1.         0.204233
  1.85772282e-03   0.00000000e+00   3.84849454e+00   1.00000000e+00 0.204234
 0.08120671  0.          2.74002378  1.         0.204235
 -1.85972331e-03   0.00000000e+00   2.43467514e+00   1.00000000e+00 0.204236
-0.08120906  0.          3.54319419  1.         0.204237
  1.86174748e-03   0.00000000e+00   3.84852555e+00   1.00000000e+00 0.204238
 0.0812114   0.          2.73995854  1.         0.204239
 -1.86377694e-03   0.00000000e+00   2.43464383e+00   1.00000000e+00 0.20424
-0.08121375  0.          3.54325939  1.         0.204241
  1.86577280e-03   0.00000000e+00   3.84855688e+00   1.00000000e+00 0.204242
 0.0812161   0.          2.73989367  1.         0.204243
 -1.86780055e-03   0.00000000e+00   2.43461251e+00   1.00000000e+00 0.204244
-0.0812184   0.          3.54332417  1.         0.204245
  1.86979799e-03   0.00000000e+00   3.84858852e+00   1.00000000e+00 0.204246
 0.08122077  0.          2.73982821  1.         0.204247
 -1.87179293e-03   0.00000000e+00   2.43458119e+00   1.00000000e+00 0.204248
-0.08122311  0.          3.54338967  1.         0.204249
  1.87381256e-03   0.00000000e+00   3.84861949e+00   1.00000000e+00 0.20425
 0.08122545  0.          2.73976311  1.         0.204251
 -1.87580888e-03   0.00000000e+00   2.43454989e+00   1.00000000e+00 0.204252
-0.08122776  0.          3.54345436  1.         0.204253
  1.87782701e-03   0.00000000e+00   3.84865078e+00   1.00000000e+00 0.204254
 0.08123013  0.          2.73969806  1.         0.204255
 -1.87982122e-03   0.00000000e+00   2.43451861e+00   1.00000000e+00 0.204256
-0.08123246  0.          3.54351977  1.         0.204257
  1.88184057e-03   0.00000000e+00   3.84868239e+00   1.00000000e+00 0.204258
 0.0812348   0.          2.73963319  1.         0.204259
 -1.88384247e-03   0.00000000e+00   2.43448734e+00   1.00000000e+00 0.20426
-0.08123711  0.          3.54358444  1.         0.204261
  1.88584307e-03   0.00000000e+00   3.84871338e+00   1.00000000e+00 0.204262
 0.08123947  0.          2.73956823  1.         0.204263
 -1.88784771e-03   0.00000000e+00   2.43445607e+00   1.00000000e+00 0.204264
-0.08124178  0.          3.54364938  1.         0.204265
  1.88984649e-03   0.00000000e+00   3.84874464e+00   1.00000000e+00 0.204266
 0.08124414  0.          2.73950332  1.         0.204267
 -1.89184936e-03   0.00000000e+00   2.43442482e+00   1.00000000e+00 0.204268
-0.08124645  0.          3.54371427  1.         0.204269
  1.89384634e-03   0.00000000e+00   3.84877589e+00   1.00000000e+00 0.20427
 0.0812488   0.          2.73943845  1.         0.204271
 -1.89584743e-03   0.00000000e+00   2.43439358e+00   1.00000000e+00 0.204272
-0.08125111  0.          3.54377911  1.         0.204273
  1.89784262e-03   0.00000000e+00   3.84880713e+00   1.00000000e+00 0.204274
 0.08125347  0.          2.73937363  1.         0.204275
 -1.89984194e-03   0.00000000e+00   2.43436235e+00   1.00000000e+00 0.204276
-0.08125577  0.          3.54384391  1.         0.204277
  1.90183533e-03   0.00000000e+00   3.84883835e+00   1.00000000e+00 0.204278
 0.08125812  0.          2.73930885  1.         0.204279
 -1.90383290e-03   0.00000000e+00   2.43433113e+00   1.00000000e+00 0.20428
-0.08126043  0.          3.54390867  1.         0.204281
  1.90582449e-03   0.00000000e+00   3.84886957e+00   1.00000000e+00 0.204282
 0.08126278  0.          2.73924412  1.         0.204283
 -1.90782030e-03   0.00000000e+00   2.43429992e+00   1.00000000e+00 0.204284
-0.08126509  0.          3.54397338  1.         0.204285
  1.90981011e-03   0.00000000e+00   3.84890077e+00   1.00000000e+00 0.204286
 0.08126744  0.          2.73917943  1.         0.204287
 -1.91180416e-03   0.00000000e+00   2.43426872e+00   1.00000000e+00 0.204288
-0.08126974  0.          3.54403805  1.         0.204289
  1.91379219e-03   0.00000000e+00   3.84893197e+00   1.00000000e+00 0.20429
 0.08127209  0.          2.73911479  1.         0.204291
 -1.91578449e-03   0.00000000e+00   2.43423753e+00   1.00000000e+00 0.204292
-0.08127439  0.          3.54410267  1.         0.204293
  1.91777074e-03   0.00000000e+00   3.84896315e+00   1.00000000e+00 0.204294
 0.08127674  0.          2.73905019  1.         0.204295
 -1.91976129e-03   0.00000000e+00   2.43420635e+00   1.00000000e+00 0.204296
-0.08127904  0.          3.54416725  1.         0.204297
  1.92174577e-03   0.00000000e+00   3.84899433e+00   1.00000000e+00 0.204298
 0.08128138  0.          2.73898563  1.         0.204299
 -1.92373458e-03   0.00000000e+00   2.43417518e+00   1.00000000e+00 0.2043
-0.08128368  0.          3.54423178  1.         0.204301
  1.92571729e-03   0.00000000e+00   3.84902549e+00   1.00000000e+00 0.204302
 0.08128602  0.          2.73892112  1.         0.204303
 -1.92770436e-03   0.00000000e+00   2.43414402e+00   1.00000000e+00 0.204304
-0.08128832  0.          3.54429627  1.         0.204305
  1.92968531e-03   0.00000000e+00   3.84905664e+00   1.00000000e+00 0.204306
 0.08129067  0.          2.73885665  1.         0.204307
 -1.93167065e-03   0.00000000e+00   2.43411288e+00   1.00000000e+00 0.204308
-0.08129296  0.          3.54436072  1.         0.204309
  1.93364984e-03   0.00000000e+00   3.84908778e+00   1.00000000e+00 0.20431
 0.0812953   0.          2.73879223  1.         0.204311
 -1.93563344e-03   0.00000000e+00   2.43408174e+00   1.00000000e+00 0.204312
-0.0812976   0.          3.54442512  1.         0.204313
  1.93761088e-03   0.00000000e+00   3.84911892e+00   1.00000000e+00 0.204314
 0.08129994  0.          2.73872785  1.         0.204315
 -1.93959275e-03   0.00000000e+00   2.43405062e+00   1.00000000e+00 0.204316
-0.08130227  0.          3.54449006  1.         0.204317
  1.94159984e-03   0.00000000e+00   3.84915015e+00   1.00000000e+00 0.204318
 0.08130457  0.          2.73866356  1.         0.204319
 -1.94358611e-03   0.00000000e+00   2.43401959e+00   1.00000000e+00 0.20432
-0.0813069   0.          3.54455425  1.         0.204321
  1.94555039e-03   0.00000000e+00   3.84918096e+00   1.00000000e+00 0.204322
 0.08130927  0.          2.73859776  1.         0.204323
 -1.94751322e-03   0.00000000e+00   2.43398844e+00   1.00000000e+00 0.204324
-0.08131149  0.          3.54461799  1.         0.204325
  1.94947137e-03   0.00000000e+00   3.84921221e+00   1.00000000e+00 0.204326
 0.08131382  0.          2.73853493  1.         0.204327
 -1.95146202e-03   0.00000000e+00   2.43395734e+00   1.00000000e+00 0.204328
-0.08131613  0.          3.54468259  1.         0.204329
  1.95341869e-03   0.00000000e+00   3.84924330e+00   1.00000000e+00 0.20433
 0.08131849  0.          2.7384703   1.         0.204331
 -1.95540735e-03   0.00000000e+00   2.43392625e+00   1.00000000e+00 0.204332
-0.08132076  0.          3.54474677  1.         0.204333
  1.95736258e-03   0.00000000e+00   3.84927438e+00   1.00000000e+00 0.204334
 0.08132311  0.          2.73840614  1.         0.204335
 -1.95934923e-03   0.00000000e+00   2.43389518e+00   1.00000000e+00 0.204336
-0.08132538  0.          3.5448109   1.         0.204337
  1.96130302e-03   0.00000000e+00   3.84930545e+00   1.00000000e+00 0.204338
 0.08132773  0.          2.73834202  1.         0.204339
 -1.96328767e-03   0.00000000e+00   2.43386411e+00   1.00000000e+00 0.20434
-0.08132999  0.          3.544875    1.         0.204341
  1.96524004e-03   0.00000000e+00   3.84933651e+00   1.00000000e+00 0.204342
 0.08133234  0.          2.73827794  1.         0.204343
 -1.96722267e-03   0.00000000e+00   2.43383305e+00   1.00000000e+00 0.204344
-0.08133461  0.          3.54493904  1.         0.204345
  1.96917362e-03   0.00000000e+00   3.84936755e+00   1.00000000e+00 0.204346
 0.08133696  0.          2.73821391  1.         0.204347
 -1.97115424e-03   0.00000000e+00   2.43380201e+00   1.00000000e+00 0.204348
-0.0813392   0.          3.54500272  1.         0.204349
  1.97310380e-03   0.00000000e+00   3.84939859e+00   1.00000000e+00 0.20435
 0.08134157  0.          2.73814992  1.         0.204351
 -1.97508238e-03   0.00000000e+00   2.43377097e+00   1.00000000e+00 0.204352
-0.08134381  0.          3.54506669  1.         0.204353
  1.97703057e-03   0.00000000e+00   3.84942962e+00   1.00000000e+00 0.204354
 0.08134618  0.          2.73808597  1.         0.204355
 -1.97900712e-03   0.00000000e+00   2.43373995e+00   1.00000000e+00 0.204356
-0.08134841  0.          3.54513062  1.         0.204357
  1.98095393e-03   0.00000000e+00   3.84946064e+00   1.00000000e+00 0.204358
 0.08135074  0.          2.73802248  1.         0.204359
 -1.98293991e-03   0.00000000e+00   2.43370870e+00   1.00000000e+00 0.20436
-0.08135302  0.          3.54519451  1.         0.204361
  1.98487391e-03   0.00000000e+00   3.84949165e+00   1.00000000e+00 0.204362
 0.08135535  0.          2.73795861  1.         0.204363
 -1.98684638e-03   0.00000000e+00   2.43367793e+00   1.00000000e+00 0.204364
-0.08135762  0.          3.54525835  1.         0.204365
  1.98879051e-03   0.00000000e+00   3.84952265e+00   1.00000000e+00 0.204366
 0.08135998  0.          2.73789438  1.         0.204367
 -1.99076093e-03   0.00000000e+00   2.43364694e+00   1.00000000e+00 0.204368
-0.08136222  0.          3.54532215  1.         0.204369
  1.99270373e-03   0.00000000e+00   3.84955364e+00   1.00000000e+00 0.20437
 0.08136458  0.          2.7378306   1.         0.204371
 -1.99468465e-03   0.00000000e+00   2.43361572e+00   1.00000000e+00 0.204372
-0.08136682  0.          3.54538591  1.         0.204373
  1.99661358e-03   0.00000000e+00   3.84958461e+00   1.00000000e+00 0.204374
 0.08136914  0.          2.73776728  1.         0.204375
 -1.99859284e-03   0.00000000e+00   2.43358475e+00   1.00000000e+00 0.204376
-0.08137141  0.          3.54544963  1.         0.204377
  2.00052008e-03   0.00000000e+00   3.84961558e+00   1.00000000e+00 0.204378
 0.08137377  0.          2.73770318  1.         0.204379
 -2.00249769e-03   0.00000000e+00   2.43355378e+00   1.00000000e+00 0.20438
-0.08137602  0.          3.54551356  1.         0.204381
  2.00442322e-03   0.00000000e+00   3.84964654e+00   1.00000000e+00 0.204382
 0.08137832  0.          2.73763993  1.         0.204383
 -2.00639919e-03   0.00000000e+00   2.43352283e+00   1.00000000e+00 0.204384
-0.08138061  0.          3.54557719  1.         0.204385
  2.00832302e-03   0.00000000e+00   3.84967749e+00   1.00000000e+00 0.204386
 0.08138294  0.          2.73757591  1.         0.204387
 -2.01029736e-03   0.00000000e+00   2.43349189e+00   1.00000000e+00 0.204388
-0.08138517  0.          3.54564053  1.         0.204389
  2.01221949e-03   0.00000000e+00   3.84970843e+00   1.00000000e+00 0.20439
 0.08138753  0.          2.73751235  1.         0.204391
 -2.01419220e-03   0.00000000e+00   2.43346096e+00   1.00000000e+00 0.204392
-0.08138976  0.          3.54570408  1.         0.204393
  2.01611263e-03   0.00000000e+00   3.84973935e+00   1.00000000e+00 0.204394
 0.08139207  0.          2.73744922  1.         0.204395
 -2.01808373e-03   0.00000000e+00   2.43343004e+00   1.00000000e+00 0.204396
-0.08139434  0.          3.54576759  1.         0.204397
  2.02000244e-03   0.00000000e+00   3.84977027e+00   1.00000000e+00 0.204398
 0.08139665  0.          2.73738574  1.         0.204399
 -2.02197191e-03   0.00000000e+00   2.43339913e+00   1.00000000e+00 0.2044
-0.08139892  0.          3.54583105  1.         0.204401
  2.02388901e-03   0.00000000e+00   3.84980118e+00   1.00000000e+00 0.204402
 0.08140123  0.          2.73732229  1.         0.204403
 -2.02585595e-03   0.00000000e+00   2.43336822e+00   1.00000000e+00 0.204404
-0.08140349  0.          3.54589447  1.         0.204405
  2.02777231e-03   0.00000000e+00   3.84983207e+00   1.00000000e+00 0.204406
 0.0814058   0.          2.73725888  1.         0.204407
 -2.02973675e-03   0.00000000e+00   2.43333733e+00   1.00000000e+00 0.204408
-0.08140808  0.          3.54595807  1.         0.204409
  2.03165231e-03   0.00000000e+00   3.84986296e+00   1.00000000e+00 0.20441
 0.08141038  0.          2.73719552  1.         0.204411
 -2.03361433e-03   0.00000000e+00   2.43330645e+00   1.00000000e+00 0.204412
-0.08141263  0.          3.54602119  1.         0.204413
  2.03552901e-03   0.00000000e+00   3.84989383e+00   1.00000000e+00 0.204414
 0.08141494  0.          2.73713219  1.         0.204415
 -2.03748866e-03   0.00000000e+00   2.43327558e+00   1.00000000e+00 0.204416
-0.0814172   0.          3.54608449  1.         0.204417
  2.03940241e-03   0.00000000e+00   3.84992470e+00   1.00000000e+00 0.204418
 0.08141951  0.          2.73706891  1.         0.204419
 -2.04135977e-03   0.00000000e+00   2.43324472e+00   1.00000000e+00 0.20442
-0.08142176  0.          3.54614695  1.         0.204421
  2.04327310e-03   0.00000000e+00   3.84995528e+00   1.00000000e+00 0.204422
 0.08142411  0.          2.73700417  1.         0.204423
 -2.04527852e-03   0.00000000e+00   2.43321368e+00   1.00000000e+00 0.204424
-0.08142633  0.          3.54621013  1.         0.204425
  2.04721000e-03   0.00000000e+00   3.84998630e+00   1.00000000e+00 0.204426
 0.08142865  0.          2.73694248  1.         0.204427
 -2.04903895e-03   0.00000000e+00   2.43318325e+00   1.00000000e+00 0.204428
-0.08143089  0.          3.54627331  1.         0.204429
  2.05096486e-03   0.00000000e+00   3.85001719e+00   1.00000000e+00 0.20443
 0.08143321  0.          2.73687932  1.         0.204431
 -2.05291124e-03   0.00000000e+00   2.43315265e+00   1.00000000e+00 0.204432
-0.0814355   0.          3.54633784  1.         0.204433
  2.05491971e-03   0.00000000e+00   3.85004859e+00   1.00000000e+00 0.204434
 0.08143777  0.          2.73681579  1.         0.204435
 -2.05680868e-03   0.00000000e+00   2.43312133e+00   1.00000000e+00 0.204436
-0.08143999  0.          3.5464003   1.         0.204437
  2.05872242e-03   0.00000000e+00   3.85007884e+00   1.00000000e+00 0.204438
 0.08144231  0.          2.73675301  1.         0.204439
 -2.06065305e-03   0.00000000e+00   2.43309053e+00   1.00000000e+00 0.20444
-0.08144455  0.          3.54646338  1.         0.204441
  2.06257497e-03   0.00000000e+00   3.85010967e+00   1.00000000e+00 0.204442
 0.08144686  0.          2.73669004  1.         0.204443
 -2.06450571e-03   0.00000000e+00   2.43305972e+00   1.00000000e+00 0.204444
-0.0814491   0.          3.54652643  1.         0.204445
  2.06642425e-03   0.00000000e+00   3.85014050e+00   1.00000000e+00 0.204446
 0.08145138  0.          2.73662734  1.         0.204447
 -2.06838853e-03   0.00000000e+00   2.43302843e+00   1.00000000e+00 0.204448
-0.08145367  0.          3.54658972  1.         0.204449
  2.07027131e-03   0.00000000e+00   3.85017181e+00   1.00000000e+00 0.20445
 0.08145594  0.          2.73656425  1.         0.204451
 -2.07210123e-03   0.00000000e+00   2.43299863e+00   1.00000000e+00 0.204452
-0.08145818  0.          3.54665223  1.         0.204453
  2.07413161e-03   0.00000000e+00   3.85020197e+00   1.00000000e+00 0.204454
 0.0814605   0.          2.73650128  1.         0.204455
 -2.07613056e-03   0.00000000e+00   2.43296750e+00   1.00000000e+00 0.204456
-0.08146273  0.          3.54671432  1.         0.204457
  2.07794834e-03   0.00000000e+00   3.85023299e+00   1.00000000e+00 0.204458
 0.08146505  0.          2.73643825  1.         0.204459
 -2.07986720e-03   0.00000000e+00   2.43293704e+00   1.00000000e+00 0.20446
-0.08146728  0.          3.54677786  1.         0.204461
  2.08179108e-03   0.00000000e+00   3.85026330e+00   1.00000000e+00 0.204462
 0.08146956  0.          2.73637507  1.         0.204463
 -2.08378312e-03   0.00000000e+00   2.43290572e+00   1.00000000e+00 0.204464
-0.08147189  0.          3.54684223  1.         0.204465
  2.08569064e-03   0.00000000e+00   3.85029489e+00   1.00000000e+00 0.204466
 0.08147411  0.          2.73631274  1.         0.204467
 -2.08755630e-03   0.00000000e+00   2.43287528e+00   1.00000000e+00 0.204468
-0.08147638  0.          3.54690382  1.         0.204469
  2.08949778e-03   0.00000000e+00   3.85032481e+00   1.00000000e+00 0.20447
 0.08147864  0.          2.73625044  1.         0.204471
 -2.09146415e-03   0.00000000e+00   2.43284515e+00   1.00000000e+00 0.204472
-0.08148091  0.          3.54696685  1.         0.204473
  2.09330330e-03   0.00000000e+00   3.85035583e+00   1.00000000e+00 0.204474
 0.08148322  0.          2.73618687  1.         0.204475
 -2.09523711e-03   0.00000000e+00   2.43281389e+00   1.00000000e+00 0.204476
-0.08148543  0.          3.54702909  1.         0.204477
  2.09711328e-03   0.00000000e+00   3.85038628e+00   1.00000000e+00 0.204478
 0.08148768  0.          2.73612513  1.         0.204479
 -2.09900626e-03   0.00000000e+00   2.43278318e+00   1.00000000e+00 0.20448
-0.08149     0.          3.54709242  1.         0.204481
  2.10094633e-03   0.00000000e+00   3.85041733e+00   1.00000000e+00 0.204482
 0.08149227  0.          2.73606159  1.         0.204483
 -2.10288145e-03   0.00000000e+00   2.43275253e+00   1.00000000e+00 0.204484
-0.0814945   0.          3.54715485  1.         0.204485
  2.10480209e-03   0.00000000e+00   3.85044793e+00   1.00000000e+00 0.204486
 0.0814968   0.          2.73599836  1.         0.204487
 -2.10668723e-03   0.00000000e+00   2.43272168e+00   1.00000000e+00 0.204488
-0.08149904  0.          3.54721732  1.         0.204489
  2.10863459e-03   0.00000000e+00   3.85047940e+00   1.00000000e+00 0.20449
 0.08150132  0.          2.73593628  1.         0.204491
 -2.11044719e-03   0.00000000e+00   2.43269125e+00   1.00000000e+00 0.204492
-0.08150351  0.          3.54727953  1.         0.204493
  2.11238567e-03   0.00000000e+00   3.85050966e+00   1.00000000e+00 0.204494
 0.08150583  0.          2.7358735   1.         0.204495
 -2.11440077e-03   0.00000000e+00   2.43266031e+00   1.00000000e+00 0.204496
-0.08150801  0.          3.54734127  1.         0.204497
  2.11622167e-03   0.00000000e+00   3.85054035e+00   1.00000000e+00 0.204498
 0.08151038  0.          2.73581064  1.         0.204499
 -2.11814207e-03   0.00000000e+00   2.43263031e+00   1.00000000e+00 0.2045
-0.08151258  0.          3.5474054   1.         0.204501
  2.12003799e-03   0.00000000e+00   3.85057055e+00   1.00000000e+00 0.204502
 0.08151488  0.          2.73574796  1.         0.204503
 -2.12191693e-03   0.00000000e+00   2.43259884e+00   1.00000000e+00 0.204504
-0.08151708  0.          3.5474674   1.         0.204505
  2.12384424e-03   0.00000000e+00   3.85060160e+00   1.00000000e+00 0.204506
 0.0815193   0.          2.73568764  1.         0.204507
 -2.12567314e-03   0.00000000e+00   2.43256843e+00   1.00000000e+00 0.204508
-0.08152164  0.          3.54753042  1.         0.204509
  2.12764931e-03   0.00000000e+00   3.85063266e+00   1.00000000e+00 0.20451
 0.08152385  0.          2.7356249   1.         0.204511
 -2.12952631e-03   0.00000000e+00   2.43253798e+00   1.00000000e+00 0.204512
-0.08152614  0.          3.54759265  1.         0.204513
  2.13145744e-03   0.00000000e+00   3.85066312e+00   1.00000000e+00 0.204514
 0.08152836  0.          2.73556211  1.         0.204515
 -2.13333432e-03   0.00000000e+00   2.43250717e+00   1.00000000e+00 0.204516
-0.08153064  0.          3.54765479  1.         0.204517
  2.13517539e-03   0.00000000e+00   3.85069336e+00   1.00000000e+00 0.204518
 0.08153286  0.          2.73550003  1.         0.204519
 -2.13707893e-03   0.00000000e+00   2.43247639e+00   1.00000000e+00 0.20452
-0.08153507  0.          3.5477158   1.         0.204521
  2.13896588e-03   0.00000000e+00   3.85072398e+00   1.00000000e+00 0.204522
 0.08153736  0.          2.73543779  1.         0.204523
 -2.14086791e-03   0.00000000e+00   2.43244577e+00   1.00000000e+00 0.204524
-0.08153957  0.          3.54777802  1.         0.204525
  2.14275328e-03   0.00000000e+00   3.85075459e+00   1.00000000e+00 0.204526
 0.08154186  0.          2.73537558  1.         0.204527
 -2.14465379e-03   0.00000000e+00   2.43241517e+00   1.00000000e+00 0.204528
-0.08154407  0.          3.5478402   1.         0.204529
  2.14653760e-03   0.00000000e+00   3.85078518e+00   1.00000000e+00 0.20453
 0.08154635  0.          2.73531342  1.         0.204531
 -2.14843660e-03   0.00000000e+00   2.43238457e+00   1.00000000e+00 0.204532
-0.08154857  0.          3.54790234  1.         0.204533
  2.15031884e-03   0.00000000e+00   3.85081577e+00   1.00000000e+00 0.204534
 0.08155085  0.          2.73525129  1.         0.204535
 -2.15221633e-03   0.00000000e+00   2.43235398e+00   1.00000000e+00 0.204536
-0.08155306  0.          3.54796445  1.         0.204537
  2.15409702e-03   0.00000000e+00   3.85084635e+00   1.00000000e+00 0.204538
 0.08155534  0.          2.73518921  1.         0.204539
 -2.15599300e-03   0.00000000e+00   2.43232341e+00   1.00000000e+00 0.20454
-0.08155755  0.          3.54802651  1.         0.204541
